   2.2812094e+02   2.6135299e+04   1.8046317e+00
   2.2794676e+02   2.6094776e+04   1.8044988e+00
   2.2784570e+02   2.6144628e+04   1.8053949e+00
   2.2757853e+02   2.6114788e+04   1.8019906e+00
   2.2821655e+02   2.6090495e+04   1.8049360e+00
   2.2759664e+02   2.6142443e+04   1.8012466e+00
   2.2787654e+02   2.6104743e+04   1.8034966e+00
   2.2760647e+02   2.6117053e+04   1.8046275e+00
   2.2839163e+02   2.6150875e+04   1.8057936e+00
   2.2803190e+02   2.6115164e+04   1.8065527e+00
   2.2752562e+02   2.6157898e+04   1.8053592e+00
   2.2791998e+02   2.6162897e+04   1.8064389e+00
   2.2774691e+02   2.6127068e+04   1.8048439e+00
   2.2800025e+02   2.6124088e+04   1.8045451e+00
   2.2790314e+02   2.6170600e+04   1.8052367e+00
   2.2793143e+02   2.6103623e+04   1.8052608e+00
   2.2823264e+02   2.6133638e+04   1.8035149e+00
   2.2768320e+02   2.6133061e+04   1.8044568e+00
   2.2812713e+02   2.6152458e+04   1.8005087e+00
   2.2752408e+02   2.6166345e+04   1.8081982e+00
   2.2792636e+02   2.6150291e+04   1.8044442e+00
   2.2772482e+02   2.6112618e+04   1.8077472e+00
   2.2795475e+02   2.6124363e+04   1.8038580e+00
   2.2816044e+02   2.6098583e+04   1.8045632e+00
   2.2804456e+02   2.6142070e+04   1.8048676e+00
   2.2871215e+02   2.6126013e+04   1.8039207e+00
   2.2782220e+02   2.6118566e+04   1.8042252e+00
   2.2767749e+02   2.6104810e+04   1.8044565e+00
   2.2755957e+02   2.6194141e+04   1.8032859e+00
   2.2795910e+02   2.6171981e+04   1.8036605e+00
   2.2766427e+02   2.6182102e+04   1.8069602e+00
   2.2786009e+02   2.6130284e+04   1.8057275e+00
   2.2760355e+02   2.6081146e+04   1.8039266e+00
   2.2765941e+02   2.6124751e+04   1.8023201e+00
   2.2764444e+02   2.6138219e+04   1.8017256e+00
   2.2807718e+02   2.6106081e+04   1.8048804e+00
   2.2764655e+02   2.6165814e+04   1.8037702e+00
   2.2769016e+02   2.6115674e+04   1.8036966e+00
   2.2815077e+02   2.6121827e+04   1.8052665e+00
   2.2784885e+02   2.6145100e+04   1.8045455e+00
   2.2767329e+02   2.6182147e+04   1.8020971e+00
   2.2765141e+02   2.6157284e+04   1.8021505e+00
   2.2788107e+02   2.6163957e+04   1.8025468e+00
   2.2783951e+02   2.6147000e+04   1.8033468e+00
   2.2763909e+02   2.6111480e+04   1.8047093e+00
   2.2767331e+02   2.6124401e+04   1.8020348e+00
   2.2788012e+02   2.6142332e+04   1.8059419e+00
   2.2783662e+02   2.6116443e+04   1.8018431e+00
   2.2768564e+02   2.6137567e+04   1.8031815e+00
   2.2784842e+02   2.6100942e+04   1.8030167e+00
